s,x,y,theta,curvature,tx,ty,nx,ny
48025.16907530284,13.231628250223894,253.71008211120076,2.7808115169454792,-0.15083771583017228,-0.9356213638423067,0.3530051890227284,-0.3530051890227284,-0.9356213638423067
48463.53632948037,12.698166738294034,253.82145944578596,3.11113080187706,-0.23696927360489473,-0.999536073648026,0.03045714088131344,-0.03045714088131344,-0.999536073648026
48969.39715342947,12.128480366479513,253.72509519533472,-2.788989087419915,-0.18755835444548613,-0.9384767729123636,-0.3453423615261519,0.3453423615261519,-0.9384767729123636
49628.41630193352,11.503712303204892,253.36635246869238,-2.4892951694799472,-0.1056268578997007,-0.7946912925728521,-0.6070137967777517,0.6070137967777517,-0.7946912925728521
50295.83164139955,10.853600773646386,252.80669712344016,-2.4065267162906268,0.024191697767233927,-0.7417865350727084,-0.6706360684863731,0.6706360684863731,-0.7417865350727084
50703.1156150246,10.314731129352023,252.3628729383203,-2.5856680502946534,0.10360604615132754,-0.8494128635204747,-0.5277288955864001,0.5277288955864001,-0.8494128635204747
51005.93587771011,10.037742139036032,252.38530000082693,1.836721246860285,0.15452912564270474,-0.26280178940390947,0.9648498429393338,-0.9648498429393338,-0.26280178940390947
51596.7558067166,10.041969808674045,252.99141556050526,1.5176253970682954,0.1753518676724847,0.05314587958776962,0.9985867590995742,-0.9985867590995742,0.05314587958776962
52042.275269494006,9.986826579137979,253.65586588122198,1.9052836008825444,0.17985650783714807,-0.3282849030353984,0.9445787539396319,-0.9445787539396319,-0.3282849030353984
52401.64236909398,9.682718567070603,254.00990489421525,2.750823875100159,0.17700052660207294,-0.9246165058647876,0.380899352883065,-0.380899352883065,-0.9246165058647876
52879.24480962821,9.17576925281841,253.98323256656568,-2.824891171888958,0.16603139346851975,-0.9502678557956654,-0.31143378461501664,0.31143378461501664,-0.9502678557956654
53284.387151889765,8.750771841638407,254.06007269506932,2.0522585657263557,0.1429116690046284,-0.46307567990115567,0.8863187432491298,-0.8863187432491298,-0.46307567990115567
53972.62257529967,8.630437038698721,254.7580417006006,1.6359580097907838,0.10964490015213095,-0.06511557954493372,0.9978777286178241,-0.9978777286178241,-0.06511557954493372
54586.94934046255,8.538140433830455,255.60520506784678,1.8054027453499384,0.08245825575026876,-0.23246020388438196,0.9726059086688069,-0.9726059086688069,-0.23246020388438196
55063.054579772346,8.173800439044722,256.0807626319145,2.917902830846744,0.07104942143550856,-0.9750855791980482,0.2218290179349836,-0.2218290179349836,-0.9750855791980482
